FID,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY_PRCP_2,Completene,MLY_SNOW_2,Complete_1,MLY_PRCP_5,Complete_2,MLY_SNOW_5,Complete_3,MLY_PRCP_7,Complete_4,MLY_SNOW_7,Complete_5,MLY_PRCP_N,Complete_6,MLY_SNOW_N,Complete_7,MLY_SNOW_A,Complete_8,MLY_SNOW_1,Complete_9,MLY_SNOW_3,Complet_10,MLY_SNOW_4,Complet_11,MLY_SNOW_6,Complet_12,MLY_PRCP_A,Complet_13,MLY_PRCP_1,Complet_14,MLY_PRCP_3,Complet_15,MLY_PRCP_4,Complet_16,MLY_SNWD_A,Complet_17,MLY_SNWD_1,Complet_18,MLY_SNWD_2,Complet_19,MLY_SNWD_3,Complet_20,MLY_TMAX_A,Complet_21,MLY_TMAX_1,Complet_22,MLY_TMAX_2,Complet_23,MLY_TMAX_3,Complet_24,MLY_TMAX_4,Complet_25,MLY_TMAX_5,Complet_26,MLY_TMAX_6,Complet_27,MLY_TMAX_7,Complet_28,MLY_TMIN_A,Complet_29,MLY_TMIN_1,Complet_30,MLY_TMIN_2,Complet_31,MLY_TMIN_3,Complet_32,MLY_TMIN_4,Complet_33,MLY_TMIN_5,Complet_34,MLY_TMIN_6,Complet_35,MLY_TMIN_7,Complet_36,MLY_TAVG_N,Complet_37,MLY_DUTR_N,Complet_38,MLY_TMAX_N,Complet_39,MLY_TMIN_N,Complet_40,MLY_TAVG_S,Complet_41,MLY_DUTR_S,Complet_42,MLY_TMAX_S,Complet_43,MLY_TMIN_S,Complet_44
44,GHCND:USC00042467,DONNER MEMORIAL ST PARK CA US,1810,39.3239,-120.2331,201009,1.02,S,0,P,10.16,S,0,P,38.35,S,0,P,23.37,S,2,P,0,S,0,S,0,S,0,S,0,S,3.2,S,2,S,0.6,S,0.1,S,-778,S,0,S,0,S,0,S,0,S,30,S,29.6,S,27.6,S,22.1,S,9.1,S,0,S,0,S,0,S,0,S,0,S,7.5,S,23.7,S,29.7,S,30,S,30,S,12.9,S,3.9,S,23.7,S,2.1,S,-16.6,S,-15.7,S,-15.8,S,-16.8,S
45,GHCND:USC00042467,DONNER MEMORIAL ST PARK CA US,1810,39.3239,-120.2331,201010,12.7,S,0,S,44.45,S,0,S,93.98,S,114,S,55.12,S,71,S,1,S,1,S,-778,S,0,S,0,S,4.8,S,3.3,S,1.3,S,0.5,S,1,S,-778,S,0,S,0,S,0,S,30,S,26.7,S,20.9,S,9.1,S,1,S,0,S,0,S,0,S,0,S,1,S,24.6,S,30.4,S,31,S,31,S,31,S,7.8,S,1.4,S,17.4,S,-1.8,S,-16.3,S,-15.5,S,-15.3,S,-16.9,S
46,GHCND:USC00042467,DONNER MEMORIAL ST PARK CA US,1810,39.3239,-120.2331,201011,42.16,S,84,P,91.44,S,183,P,183.64,S,391,P,127,S,287,P,4,S,3,S,0,S,2,S,1,S,8.3,S,6.7,S,3.1,S,1.6,S,8,S,2,S,6,S,4,S,0,S,24,S,14.2,S,4.2,S,0.1,S,0,S,0,S,1,S,0,S,2,S,10,S,28,S,29.8,S,30,S,30,S,30,S,2.1,S,-3.1,S,9.4,S,-5.2,S,-16.1,S,-15.3,S,-15.2,S,-16.2,S
47,GHCND:USC00042467,DONNER MEMORIAL ST PARK CA US,1810,39.3239,-120.2331,201012,61.47,R,419,P,136.4,R,658,P,278.89,R,1560,P,182.37,R,945,P,7,S,6,S,1,S,4,S,3,S,10.3,C,8.3,C,4.5,C,2.6,C,26,S,14,S,24,S,21,S,0,S,16,S,2.9,S,-777.7,S,0,S,0,S,0,S,5,S,2,S,7,S,20,S,29.8,S,31,S,31,S,31,S,31,S,-2.1,S,-4.6,S,4.4,S,-8.7,S,-16,S,-15.3,S,-16.2,S,-15.1,S
48,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201001,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,255.27,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,21,R,11.6,R,2,R,0,R,0,R,0,R,2,R,0,R,0,R,3,R,20.2,R,30.4,R,31,R,31,R,31,R,3,R,-8.3,R,7.7,R,-1.8,R,-16.3,R,-15.9,R,-15.7,R,-16.3,R
49,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201002,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,276.61,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,S,21,S,10.4,S,2.9,S,-777.7,S,0,S,0,S,2,S,0,R,0,R,4,R,19.9,R,27.6,R,28,R,28,R,28,R,2.9,R,-7.3,R,8.2,S,-2.3,R,-16.2,R,-15.5,R,-15.4,S,-16.4,R
50,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201003,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,239.01,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,24,R,15.4,R,5.1,R,0.3,R,0,R,0,R,1,R,0,R,-778,R,2,R,18.5,R,29.9,R,31,R,31,R,31,R,4.4,R,-6.9,R,9.8,R,-0.9,R,-15.7,R,-15.7,R,-14.8,R,-16.3,R
51,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201004,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,131.06,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,26,R,19.7,R,9.9,R,2.7,R,-777.7,R,0,R,0,R,0,R,0,R,0,R,11.1,R,25.1,R,29.9,R,30,R,30,R,6.8,R,-6.3,R,12.5,R,1.1,R,-15.7,R,-16,R,-14.9,R,-16.3,R
52,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201005,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,89.92,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,26.6,R,19.8,R,9.8,R,1.5,R,0,R,0,R,0,R,0,R,0,R,3.9,R,14.7,R,28.5,R,30.9,R,31,R,11.1,R,-5,R,17.4,R,4.7,R,-15.3,R,-16.5,R,-14.9,R,-15.6,R
53,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201006,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,25.65,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,S,30,S,29.5,S,27.3,S,19.6,S,6.7,S,0,S,0,S,0,R,0,R,0,R,0.2,R,3.8,R,17.9,R,29,R,30,R,15.8,R,-4,R,22.7,S,8.9,R,-16.2,R,-16.8,R,-15.9,S,-16.3,R
54,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201007,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.57,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,30.6,R,29.2,R,19.1,R,3,R,0,R,0,R,0,R,0,R,0,R,0.3,R,6.4,R,25.5,R,31,R,19.9,R,-2.9,R,27.4,R,12.5,R,-16,R,-16.7,R,-15.7,R,-16.2,R
55,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201008,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.6,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,31,R,29.2,R,18.7,R,2,R,0,R,0,R,0,R,0,R,-777.7,R,0.2,R,6.3,R,26.2,R,31,R,19.8,R,-2.8,R,27.3,R,12.4,R,-16.4,R,-16.8,R,-16.4,R,-16.3,R
56,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201009,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,27.18,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,29.5,R,28,R,23.3,R,9.9,R,0,R,0,R,0,R,0,R,0,R,0.2,R,2.3,R,14.5,R,28.6,R,30,R,17.1,R,-3.6,R,24.1,R,9.9,R,-15.8,R,-16.2,R,-15.3,R,-16.1,R
57,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201010,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,100.33,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,27.7,R,21.9,R,10.8,R,2.1,R,0,R,0,R,0,R,0,R,0,R,2.1,R,10.9,R,26.9,R,31,R,31,R,12.1,R,-5.3,R,18.3,R,5.9,R,-15.6,R,-16.1,R,-14.8,R,-16.2,R
58,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201011,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,210.82,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,S,26,S,18,S,7.2,S,1.3,S,0,S,0,S,0,S,0,R,0,R,1,R,11,R,23.7,R,29.9,R,30,R,30,R,6.3,R,-7.5,R,11.4,S,1.1,R,-15.5,R,-15.7,R,-14.7,S,-16.1,R
59,GHCND:USC00041018,BOWMAN DAM CA US,1641,39.45389,-120.65556,201012,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,319.79,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,0,R,21,R,9.6,R,1.2,R,0,R,0,R,0,R,2,R,0,R,0,R,2,R,20.4,R,30.4,R,31,R,31,R,31,R,2.8,R,-8.8,R,7.3,R,-1.7,R,-16,R,-16,R,-15.5,R,-16.2,R
60,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201001,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,309.88,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
61,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201002,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,296.16,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
62,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201003,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,279.15,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
63,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201004,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,144.53,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
64,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201005,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,68.33,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
65,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201006,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,22.86,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
66,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201007,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,1.78,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
67,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201008,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.81,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
68,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201009,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,23.88,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
69,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201010,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,109.22,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
70,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201011,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,214.63,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
71,GHCND:USC00041130,BRUSH CREEK RANGER STATION CA US,1085,39.6949,-121.3452,201012,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,369.82,Q,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
72,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201001,54.86,R,241,P,187.96,R,838,P,279.15,R,1549,P,198.37,R,892,P,7,S,7,S,1,S,4,S,3,S,9.2,S,7.1,S,4.3,S,2.6,S,26,S,22,S,26,S,25,S,0,S,21,S,9.8,S,1,S,0,S,0,S,0,S,3,S,0,S,1,S,7,S,23.4,S,30.5,S,31,S,31,S,31,S,1.9,S,-7.7,S,6.9,S,-3.2,S,-16,S,-16.9,S,-15.8,S,-16.1,S
73,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201002,96.77,S,356,S,160.27,S,820,S,264.67,S,1247,S,186.18,S,983,S,7,S,7,S,1,S,4,S,3,S,10,S,7.8,S,4.4,S,2.4,S,27,S,23,S,26,S,26,S,0,S,18,S,8.7,S,1.2,S,0,S,0,S,0,S,3,S,0,S,1,S,6,S,21.1,S,27.8,S,28,S,28,S,28,S,1.7,S,-7.6,S,6.8,S,-3.4,S,-15.9,S,-16.6,S,-15.6,S,-16.1,S
74,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201003,69.09,S,302,P,146.05,S,820,P,239.27,S,1575,P,169.42,S,1100,P,8,S,7,S,1,S,5,S,4,S,9.7,S,7.5,S,4.2,S,2.3,S,29,C,28,C,29,C,29,C,0,C,22,C,11.6,C,1.9,C,0,C,0,C,0,C,2,C,0,C,0,C,5,C,21.8,C,30.1,C,31,C,31,C,31,C,2.7,C,-7.4,C,7.9,C,-2.4,C,-15.6,C,-16.7,C,-15.3,C,-15.8,C
75,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201004,36.83,S,91,P,67.06,S,252,P,134.62,S,533,P,92.71,S,414,P,5,S,4,S,1,S,2,S,2,S,7.8,S,5.6,S,2.5,S,1.1,S,20,S,15,S,18,S,17,S,0,S,24,S,15.3,S,6.6,S,0.6,S,0,S,0,S,1,S,0,S,0,S,3,S,16.4,S,26.1,S,30,S,30,S,30,S,4.8,S,-7.1,S,10.2,S,-0.6,S,-15.6,S,-16.6,S,-15.2,S,-15.8,S
76,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201005,7.62,S,0,S,28.7,S,20,S,63.25,S,155,S,40.64,S,96,S,2,C,1,C,-778,C,1,C,0,C,4.3,C,2.8,C,1.2,C,0.5,C,6,C,4,C,6,C,5,C,0,C,29,C,24.7,C,15.6,C,4.8,C,0.2,C,0,C,-778,C,0,C,0,C,0,C,7.2,C,18,C,29.2,C,31,C,31,C,9.2,C,-6.3,C,14.9,C,3.5,C,-15.3,C,-16.7,C,-14.9,C,-15.7,C
77,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201006,0,C,0,C,2.03,C,0,C,18.8,C,0,C,13.46,C,10,C,0,C,0,C,0,C,0,C,0,C,1.7,C,1,C,0.4,C,0.1,C,1,S,0,S,0,S,0,S,0,C,30,C,28.7,C,25.2,C,15.2,C,2.3,C,0,C,0,C,0,C,0,C,0,C,1,C,5.5,C,21.1,C,29.8,C,30,C,14.1,C,-5.1,C,20.4,C,7.8,C,-16,C,-16.7,C,-15.6,C,-16.3,C
78,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201007,0,S,0,C,0.51,S,0,C,4.06,S,0,C,5.84,S,0,C,0,C,0,C,0,C,0,C,0,C,1.2,C,0.5,C,0.1,C,0.1,C,0,C,0,C,0,C,0,C,0,C,31,C,31,C,30.6,C,27.1,C,9.6,C,0,C,0,C,0,C,0,C,0,C,0,C,0.6,C,9,C,28.5,C,31,C,18.2,C,-4.3,C,24.9,C,11.5,C,-16.2,C,-16.9,C,-16,C,-16.2,C
79,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201008,0,C,0,C,0.76,C,0,C,4.57,C,0,C,3.3,C,0,C,0,C,0,C,0,C,0,C,0,C,1,C,0.4,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,31,C,31,C,30.7,C,27.1,C,9.2,C,0,C,0,C,0,S,0,S,0,S,0,S,0.5,S,10.3,S,29.2,S,31,S,17.9,S,-4.2,S,24.8,C,11.2,S,-16.7,S,-16.8,S,-16.4,C,-16.8,S
80,GHCND:USC00043551,GRANT GROVE CA US,2012,36.73944,-118.96306,201009,0,S,0,S,5.59,S,0,S,32,S,0,S,22.86,S,5,S,0,C,0,C,0,C,-778,C,0,C,2.6,C,1.5,C,0.5,C,0.3,C,0,C,0,C,-778,C,0,C,0,C,30,C,28.9,C,25.8,C,18.3,C,3,C,0,C,0,C,0,C,0,C,-778,C,0.7,C,5.2,C,18.2,C,29.9,C,30,C,14.8,C,-4.9,C,21.2,C,8.3,C,-15.8,C,-16.6,C,-15.5,C,-16.1,C
81,GHCND:USC00043551,GRANT GROVE CA US,2012,36.7394,-118.9631,201010,12.45,S,0,S,37.85,S,0,S,89.41,S,91,S,62.74,S,79,S,1,S,1,S,0,S,0,S,0,S,3.9,S,2.9,S,1.4,S,0.7,S,2,S,0,S,1,S,0,S,0,C,30,C,25.5,C,17.4,C,5.9,C,0,C,0,C,-778,C,0,C,0,C,0,C,5.5,C,15.7,C,28.1,C,31,C,31,C,9.9,C,-6.3,C,15.7,C,4.2,C,-15.4,C,-16.7,C,-15.1,C,-15.6,C
82,GHCND:USC00043551,GRANT GROVE CA US,2012,36.7394,-118.9631,201011,26.67,S,38,P,85.34,S,104,P,183.9,S,546,P,108.46,S,315,P,4,C,3,C,0,C,2,C,1,C,6.2,C,4.9,C,2.2,C,1.4,C,10,C,3,C,8,C,6,C,0,C,25,C,16.1,C,4.8,C,0.4,C,0,C,0,C,1,C,0,C,0,C,2,C,14.7,C,25.3,C,30,C,30,C,30,C,4.9,C,-7.4,C,10.1,C,-0.3,C,-15.5,C,-16.9,C,-15.3,C,-15.7,C
83,GHCND:USC00043551,GRANT GROVE CA US,2012,36.7394,-118.9631,201012,75.44,R,147,P,156.72,R,604,P,246.38,R,1069,P,169.42,R,678,P,6,S,5,S,1,S,3,S,2,S,8.2,S,6.3,S,3.6,S,2.4,S,22,S,15,S,20,S,18,S,0,C,21,C,8.9,C,1.2,C,0,C,0,C,0,C,4,C,0,C,1,C,6,C,22.7,C,30.3,C,31,C,31,C,31,C,1.9,C,-8,C,6.8,C,-3,C,-15.9,C,-17.1,C,-15.8,C,-15.9,C
84,GHCND:USC00044881,LEE VINING CA US,2072,37.9567,-119.1194,201001,13.97,R,-9999, ,42.42,R,-9999, ,91.95,R,-9999, ,58.42,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.7,P,4.8,P,2.1,P,0.8,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,16,R,4.5,R,0.1,R,0,R,0,R,0,R,6,R,0,R,2,R,17,R,29.8,R,30.9,R,31,R,31,R,31,R,-1.2,R,-6.4,R,4.5,R,-6.9,R,-15.7,R,-16,R,-15.2,R,-15.9,R
85,GHCND:USC00044881,LEE VINING CA US,2072,37.9567,-119.1194,201002,25.4,R,-9999, ,59.69,R,-9999, ,86.87,R,-9999, ,71.88,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,7.3,P,5.1,P,1.8,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,17,R,6.9,R,0.4,R,0,R,0,R,0,R,3,R,0,R,1,R,10,R,26.1,R,27.8,R,28,R,28,R,28,R,0.4,R,-6.1,R,6.3,R,-5.4,R,-15.9,R,-15.8,R,-15.2,R,-16.3,R
86,GHCND:USC00044881,LEE VINING CA US,2072,37.9567,-119.1194,201003,14.22,R,-9999, ,33.27,R,-9999, ,60.2,R,-9999, ,47.75,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,5.5,P,3.5,P,0.9,P,0.5,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,27,R,17.1,R,5.4,R,0.2,R,0,R,0,R,1,R,0,R,0,R,5,R,23.7,R,30.4,R,31,R,31,R,31,R,3.8,R,-4.6,R,10.4,R,-2.7,R,-15.8,R,-16,R,-15.1,R,-16.3,R
87,GHCND:USC00044881,LEE VINING CA US,2072,37.9567,-119.1194,201004,3.81,R,-9999, ,10.16,R,-9999, ,28.96,R,-9999, ,16.26,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.3,P,2,P,0.3,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,29,R,23.1,R,13.6,R,3.6,R,0,R,0,R,0,R,0,R,0,R,1,R,14.5,R,25.7,R,29.9,R,30,R,30,R,7.3,R,-3.5,R,14.4,R,0.2,R,-15.8,R,-16.5,R,-15.3,R,-16.2,R
